comment,label
hok giống như hình một chút nào,NEG
"dáng áo đẹp , hợp với giá tiền",POS
cho shop n * luôn nha,POS
thời gian giao hành khá nhanh,POS
chất lượng k dẹp,NEG
"thời gian giao hàng rất nhanh , vải êm",POS
đóng gói sản phẩm hút chân không và chắc chắn,POS
"hàng chuẩn , giá ổn",NEU
"chất mát , kiểu đẹp , giá rẻ",POS
mk cũng đâu đòi trả lại hàng đâu,NEU
t thấy rộng hơn cả mẫu mặc ý,NEG
chất lượng sản phẩm tuyệt vời áo đẹ lắm ạ đóng gói sản phẩm rất đẹp và chắc chắn,POS
như xà phòng ko mùi thì đúng hơn,NEG
đây chỉ là góp ý và không nỡ để shop bị rate thấp nên vẫn cố cho 4 sao,NEU
áo ko đúng size mặc chật,NEG
chất lượng sản phẩm tốt nhưng giao hàng chậm,NEU
giá này cũng ko rẻ trên shope nhưng mua ko uổng chút nào,NEU
"áo đẹp lắm ạ , em 1m61 , 49kg mặc form rộng , có điều tay dài quá : v nhưng kh sao : 3 sẽ ủng hộ tiếp",POS
"chất lượng rất bình thường , không hài lòng về sp chất lượng sản phẩm kém",NEG
chỉ sạc được 42 % ip6s,NEG
dép thì êm thôi rồi luôn,POS
mặc lên trông chất lắm mà rẻ thật,POS
đường kéo khóa tốt,POS
sản phẩm nhìn đẹp nhưng chưa xài nên chưa biết chất lượng,POS
"áo ko co giãn , mặc nóng quá",NEG
"áo giống hình , chất vải ok",NEU
màu lên nhợt,NEG
như c,NEG
nt ko trả lời,NEG
size ao nho hon nhung sp khac,NEU
khóa hơi khó kéo,NEU
giá quá rẻ cho 1 bộ ngủ,POS
form mặc rất đẹp,POS
shop phục vụ siêu siêu tốt,POS
"giao hàng cực nhanh luôn , chủ shop đáng yêu nhắm",POS
nhìn size số kg đặt mà rộng mênh mông shop ơi,NEG
không dùng được túi shop ạ,NEG
"hàng như hình , đóng gói sản phẩm rất đẹp và chắc chắn",POS
chất lượng sp ok nhưng chỉ có phần gói quà nhìn hơi mất thiện cảm chút nha shop,NEG
tuy gửi nhầm size m hơi rộng nhưng tự bóp cũng vẫn đc khỏi mất công đổi lại,NEU
giao hàng rất nhanh và hàng rất đẹp,POS
"chất lượng sản phẩm tuyệt vời , m mặc vừa , áo đẹp",POS
đường may áo tệ quá,NEG
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất chậm thời gian giao hàng rất chậm,NEU
mặc rất đẹp đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,POS
"tay chật , ko rộng rãi như hình post",NEG
form giày bé nên lấy lên 1sz,NEU
"chất len ok , dày dặn cầm nặng tay",NEU
ngẵn cũn cỡn đéo mặc đc nhé,NEG
chất lượng sản phẩm đúng như yêu cầu,POS
chất vải ok đẹp nhưng shop giao nhầm màu cho em rồi,POS
"chất vải đẹp , tư vấn rất ư là thân thiện",POS
"áo nhìn xinh , shop nói chuyện cực đáng yêu",POS
"đẹp , bền",POS
"hình ngoài thì nối được vào vòi không cần ren , thực tế thì sản phảm có ren - không nối được với vòi rửa bát",NEG
hàng cực đẹp nha shop chất lượng miễn bàn,POS
sp lỗi nhiều mất cúc bấm,NEG
chất áo khá được,NEU
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS
áo đẹp không thể tả,POS
"áo dày và hịn lắm ạ , chị chủ shop lại còn tư vấn nhiệt tình nữa",POS
quần size khong chuẩn,NEG
nạp hơi bị lâu,NEU
rõ ràng mình chọn xanh rêu mà lại gửi ghi xám cho nình hàng gia công mác chợ . k phải giảm giá . vẫn trả tiền cho shop nhưng hoàn toàn k hài lòng,NEG
nhung giao hang hoi cham,NEG
"chất vải rất đẹp , rất tốt",POS
màu sắc đep,POS
bị bay màu,NEG
form đẹp mỗi cái là có 3 size nhưng k sao,NEU
chất ok như hình,POS
"phun mạnh , hương tinh dầu sả bay khắp phòng thích quá thích lun . đèn led đổi màu rất đẹp . mình hài lòng lắm",POS
giao hàng nhanh tuy nhiên không có vớ như cam kết,POS
sẽ ủng hộ thêm,POS
"chất lượng sản phẩm kém không đáng tiền , áo vải xau , ma shop ghi , là vải voan , áo ko giống trong hinh",NEG
sai màu bộ này rồi shop,NEG
chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh nhưng hàg bikini mà đóg gói k kính đáo gj het ah,POS
vo vẩn,NEG
"chất đẹp , ấm , mặc thik lắm",POS
cảm ơn shop vì món quà nhỏ,POS
"chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh , sản phẩm rất đẹp , chất lượng rất ok . lần sau mk sẽ mua tiếp",POS
giao nhầm tất 3d 6s thành tất lưới loại rẻ . đã dặn kĩ trc khi ship hàng rồi mà vẫn nhầm,NEG
chất tạm đc nhưng quần quá bé,NEG
áo dễ nhăn,NEG
chủ shop tư vấn nhiệt tình,POS
lỡ rồi để mặc ngủ tạm vậy,NEG
son lên môi rất mịn và bám lâu,POS
hàng y hinh,NEU
"sản phẩm đẹp như hình ảnh và form đẹp , tuy nhiên rất dễ bắt nóng",POS
đã giới thiệu cho anh chị em cô bác cậu dì mua thêm,POS
"sh gửi tông xoẹt tông xanh xanh như . màu nhà mới của m luôn , thik cực kì , cám ơn shop nhìu",POS
kể ra ngực mà to lên 1 size nữa thì mặc hơi bị đẹp luôn,NEU
thời gian giao hàng rất2 nhanh,POS
"mình đặt 2 đôi , đôi giầy vải thì ko sao nhưng đôi giày da lộn cứng bị gấp thành nếp luôn",NEG
"chất lượng sản phẩm tuyệt vời , gối êm lắm , vải bên ngoài sờ mướt tay luôn , ngoài mong đợi",POS
sẽ còn ủng hộ mua hàng của shop thêm nữa,POS
"chất lượng sản phẩm tuyệt vời , đóng gói sản phẩm rất đẹp và chắc chắn , date tháng 01 / 2020 , đã 2 lần mua của shop , tương lai có lẽ sẽ tiếp tục , thanks",POS
"chất vải kate mền mịn , đường may đẹp , form đẹp",POS
không hiểu sao áo trắng với đen mỏng hơn màu ghi,NEG
sản phẩm k bị ảnh hưởng,POS
from rộng,POS
hình đi đằng hình,NEU
"mỗi tội hơi ngắn so với mình , dài khoảng 1cm nữa thì ok",NEU
hướng dẫn nhiệt tình,POS
áo size to nhat ma mac chat qua,NEG
giày rất đẹp,POS
"chất lượng áo len kém , len thô , sợi len thừa nhiều",NEG
giầy đẹp nhưng đế hơi mỏng nên dễ bị trẹo chân,POS
shop còn tặng quà cho nữa,POS
excelent product quality excelent packaging excelent seler service quality,POS
ko bị vỡ như các bình luận trên nói,POS
cảm ơn chị chủ shop nhiệt tình,POS
"hàng vải ổn , form ko chuẩn , sét ko đẹp như hình , rộng",NEG
thời gian giao hàng rất nhanh và shop phục vụ nhiet tinh,POS
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,POS
áo đẹp vải tốt thừa chỉ một tí nhưng mặc vào thì col < 3 chất lượng sản phẩm tuyệt vời,POS
hàng kém,NEG
vải mỏng giống thun mỏng hơn là len,NEG
chất lượng phù hợp giá tiền,POS
shop uy tín . sản phẩm oki,POS
"chất vải cực đẹp , mềm mịn mát , chỉ có hơi rộng",POS
"dễ bám dơ , giặt thì khó ra",NEG
chất lượng ok chất lượng sản phẩm tuyệt vời,POS
đề nghị shope xem lại nhà cung cấp này,NEG
có túi buble super xịn : bao bì còn nguyên không bị rách thủng,POS
sản phẩm khá ưng ý so với giá tiền,NEU
"đúng là tiền nào của nấy , mỏng , đúng với tiêu chí xài 1 lần rách bỏ k",POS
áo bị lỗi . rách,NEG
ghi rõ là áo size 36 nhưng giao size 34 bé bằng lỗ mũi,NEG
mình có 56kg mà mặc ko vừa,NEG
shop chuẩn bị hàng nhanh nhưng túi dùng 1 hôm bị tuột chỉ,NEU
áo khoác bị lỗi do may dính chùm không mặc được,NEG
"ngoại trừ chuyển phát xa nên hơi lâu nhưng bù lại sp đúng hình , chất lượng ok , shop nhiệt tình",POS
lần sau lại mua,POS
giao thiếu hàng,NEG
"thực sự là bạn nào phải rất rất gầy mới mặc được đồ của shop : mình cao 1m62 , nặng 50kg , k hề béo mà mặc chật ních không chui nổi tay qua",NEG
tốt áo đẹp,POS
excelent product quality excelent packaging excelent seler service quality excelent value excelent delivery sped,POS
áo đẹp chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,POS
ủng hộ shop dài dài ak,POS
len chất hơi cứng chút nhưng vẫn mặc ok,NEU
nói chung là rất hài lòng về shop,POS
sẽ ủng hộ shop thêm nữa,POS
thời gian giao hàng hơi chậm,NEG
"ví đẹp , giao hàng nhanh , rất hài lòng về shop",POS
"đóng gói sản phẩm rất đẹp và chắc chắn , shop phục vụ rất tốt , rất đáng tiền",POS
"đường may xấu , chỉ tua rua",NEG
"chất len đẹp , giao đúng giống hình",POS
"sp đẹp tuyệt vời , chủ shop còn đáng yêu nữa",POS
áo đẹp,POS
"vải mềm mịn , co dãn tốt dễ chịu , tay hơi ngắn xí nhưng so với giá rất tốt",POS
"vải đẹp lắm , các bạn nên mua mặc nha",POS
sử dụng tiện lợi,NEU
đã làm theo hướng dẫn của shop chek in đúng sản phẩm xin lỗi shop vì sự hiểu nhầm ủng hộ shop 5,POS
"đọc fedback thấy shop hay giao thiếu số lg nhưng nghĩ chẳng may thôi nên vẫn đặt , cuối cùng đặt 15 shop giao có 14 . hơi thất vọng xíu nhưng vì shop nhiệt tình xin lỗi nên rate 4",POS
được tặng tất nữa,NEU
"ít nhất cx phải có 2 - 3 mẫu chứ , rất muốn trả lại hàng",NEG
chất lượng sản phẩm tuyệt vời shop vô cùng nhiệt tình tiếp tục đặt hàng ủng hộ shop,POS
hj cũng vui khi nhận dược hàng,NEU
lần 2 mua son của shop rất ưng,POS
giống hình mô tả,NEU
"chất lượng sản phẩm tốt , date dài",POS
vô cùng hài lòng,POS
muốn đặt bộ màu đỏ cho bà chị nữa rất đáng tiền,POS
"chất quần mềm , mặc khá thích lun ~ lần sau sẽ ủng hộ shop típ nà",POS
rất ok với giá tiền nha,POS
ao đẹp,POS
"shop giao hàng nhanh , tư vấn nhiệt tình",NEU
tuy có vài chỗ bị dư đường chỉ nhưng cắt đi là xong,NEU
"áo quá ok giá cả hợp lí vs túi tiền học sinh , sv",POS
"quần vải hơi thô , co dãn tốt",POS
"mình mua hàng về xài , lắc bao nhiu cũng bị vón cục hết ak",NEG
"sp tạp được , đóng gói sản phẩm rất đẹp và chắc chắn",POS
còn được tặng móc khoá dth nữa,POS
shop bán k đúng mẫu . k đúng màu . hình đăng bán khác nhưng giao hàng là cái khác . giống lừa đảo quá,NEG
chị chủ shop cũng tận tình lắm,POS
áo đẹp ạ . thank shop,POS
áo chất ổn đáng giá tiền,POS
mình cao 1m7 . 55kg vừa in size l,POS
vận chuyển nhanh,POS
lại rep ib của e nhiệt tình nữa,POS
ngon đấy nhẹ nhưng gói hàng chán quá,NEU
hàng chuẩn f1,POS
vai ao giong 100 k 3 cai . cho troi hay ban . vai giong lau lon qua di . mau ko giong . ngat luong . do that duc . dam gat ca ba ngoai ha con,NEG
"vừa mới nhận hàng chưa sd nhưng thấy shop giao đủ hàng và đúng màu , size là ưng lắm rồi",POS
"rất đáng tiền , áo rất đẹp",POS
bận mấy nay k rep tn shop nhưng mà shop nhiệt tình gọi đt nữa,NEU
"áo đẹp , shop nhiệt tình tư vấn",POS
"đóng gói kĩ , đẹp , chất lượng",POS
"đến khi nhận phun sương yếu xìu , ib cho shop phản ánh thì ko thèm trả lời",NEG
"hàng ko giống hình , ren và áo lại 2 màu trắng khác nhau , mình rất ko ưng , chất vải cũng bt",NEG
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt rất đáng tiền rất đáng tiền,POS
nhìn chung khá là ok phù hợp so vs giá tiền,POS
tốt nhưng đầu chải khó vệ sinh quá,NEG
mình cao 1m57 nặng 53 kí mà mặc vừa chật vừa ngắn,NEG
áo chất cotong cong dã,POS
chất lượng sản phẩm tuyệt vờishop còn dễ thương tạng sin gum,POS
cảm thấy thất vọng,NEG
"mặc bị dặm người , hơi ngứa í , sợi len bám vào quần đen cũng bẩn lắm",NEG
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn,POS
sẽ mua tiếp nếu shop có mẫu nào mới,POS
ko hai long lăm,NEG
màu sắc hơi đậm hơn trong hình một tí nhưng ổn,NEU
"vẫn như lần trước , chất áo đẹp khỏi chê",POS
"chất liệu cứng k như mô tả , giao khác mẫu đã đăng",NEG
shop tư vấn nhiệt tình và vui tính nữa . 10 sao luôn,POS
"áo hơi mỏng , tay áo k ôm tay như trong hình",NEU
dù mình chỉ có 1m55 nặng 48kg vẫn thấy hơi chật và ngắn,NEG
lúc pha k chảy mà bé bú đc mấy hơi là chảy sữa,NEU
áo như ảnh,NEU
dễ thương lắm luôn,POS
vai dep mau dep kieu may cung dep nhung chac la do vai tho nen duong may de bung chi,POS
áo giống hình nhưng vì quả quá lớn mặc lên k ôm được ngực nên nhìn rất xấu,NEG
giày đẹp nhưng hơi rộng,NEG
sản phẩm tốt lắm,POS
sản xuất tháng 12 - 2017 . bây giờ t10 - 2018 . mùi nghe hắc lắm,NEG
"bên ngoài còn đẹp hơn trong ảnh , shop tư vấn nhiệt tình",POS
sz m mà mình dưới 50kg vẫn hơi kích nách,NEG
áo có mỗi 1 sz mà bé thế này,NEG
ao hoi mong,NEG
"chất lượng sp tốt , áo đẹp y hình , đóng gói cẩn thận tuy nhiên thời gian giao hàng hơi chậm",POS
nhưng có mùi hôi như nhiều fedback có nói,POS
ban hog ban thi noi cho ta biet,NEG
á rất đẹp luôn í,POS
còn chất lượng thì chưa biết,NEU
"tuy áo còn chỉ thừa , in bị lem và hơi bẩn nhưng vẫn cho shop 5 vì hợp với giá tiền",POS
"chất lượng sản phẩm quá tuyệt vời , rất ưng , măc vào rất tôn dáng , thời gian giao hàng rất nhanh",POS
kh đẹp,NEG
"áo dáng basic , mặc kết hợp đủ thứ , màu nâu mà rất tây nhé",POS
"đường chỉ may cũng đẹp , chắc chắn thời gian giao hàng nhanh",POS
chất lượng sản phẩm tuyệt vời quần from và vải rất đẹp nên mua . chỗ mình bân 130k _ 140k lận đó,POS
chất mịn và ôm dáng người,POS
hàng y hình,POS
rất tuyệt vời phục vụ rất ok cho shop 5sao chúc shop buôn may bán đắt,POS
"lấy áo sơ mi hồng mà lại được cam , chất không như ý muốn",NEG
shop có nhã ý đổi tuy nhiên mình đã k đổi,NEU
cạch,NEG
chất lượng sản phẩm tuyệt vời mẫu mã đẹp,POS
"quần chật bụng quá , chỉ đáng size s , m",NEG
ngoài sp mình đặc shop còn tằng thêm sp khuyến mãi,POS
"áo vải mát , y hình rất xinh",POS
mỗi tội giao nhầm size,NEU
nhưng khi mở hàng ra r thì ms thấy cực ưng,POS
không được ưng ý cho lắm,NEG
to đk chút nữa thì ok,POS
vải mịn đẹp lắm shop,POS
"đường may xấu , vải nhăn và cứng , giá này thì mình cũng chấp nhận , nhưng form áo không giống loại hàng mẫu mặc tròn hình shop đăng",NEG
hàng đẹp lăm y hình,NEU
"hàng đẹp , đóng gói sản phẩm rất đẹp và chắc chắn rất hài lòng : 33",POS
chất lượng tốt so với giá tiền nhưng cánh tay 2 áo hơi dài so,NEU
xấu,NEG
cặp đẹp hơn nhiều so với mong đợi,POS
"túi dai , nhưng hơi mỏng so với tưởng tượng của mình , thích hợp gói đồ nhẹ",NEU
"áo đẹp lắm mn ạ , từ chất vải đến form , ko chê điểm nào được ý , thời gian giao hàng siêu nhanh",POS
ao nho ma ngan lam nhan tin cho shop shop không tra loi,NEU
chất lượng sản phẩm tuyệt vời 100 6 * yêu l,POS
siêu thích luôn,POS
ko cần bàn phím,NEU
"giày ok , đóng gói hơi ẩu , mang vào chân thì ko đẹp lắm",NEU
chăn gối khá xinh,POS
chắc do vận chuyển nên cho shop 4 sao thôi,POS
sản phẩm dùng dk,NEU
thích ghê,POS
vẫn cho shop 5 sao vì chất lượng,POS
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời,POS
nên đặt đi nha bà kon tại tui đặt 2 lần 2 cái quá trời đẹp,POS
"sản phẩm tốt , gửi hàng nhanh",POS
có giảm nhưng uống vào người rất mệt và buồn nôn,NEU
với giá tiền đó mà mua được cái áo như thế này phải nói là quá tuyệt vời,NEU
chất lượng tốt ok,POS
đồ xinh lắm với cả giao hàng nhanh nữa,POS
đặt 2 cái sz s giao 1 sz s 1 sz l,NEU
"chất mềm , tiện sử dụng , đẹp",POS
"chất lượng sản phẩm tuyệt vời , shop phuc vu rất ok",POS
áo đính kimsa đẹp lắm ạ,POS
shop phục vụ rất nhanh chóng và nhiệt tình nha mấy chế,POS
đặt size 43 mà giao 1 chiếc 43 một chiếc 42,NEG
hàng ko đẹp lắm . khác so với hình,NEG
"khuyên mn mua size to to tý , để trông col hơn",POS
đồ đẹp lắm đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh,POS
"vải oki lắm , giá tốt",POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phụ vụ rat chu đáo cảm ơn món quà nhỏ của shop,POS
em sẽ ủng hộ shop dài dài,POS
có thêm túi hoa khô nữa nhận áo là thơm ngát luôn,POS
vày này khỏi chê nha mấy bạn,POS
"sản phẩm nguyên seal , chính hãng giá tốt , giao hàng nhanh",POS
"giao hàng nhanh , đủ , đúng",POS
chất lượng kém shop phục vụ rất kém,NEG
"gối và chăn rất êm , hình giống như trên ảnh nên rất yên tâm các bác ạ",POS
chất lượng tốt . giá rẻ,POS
nhìn mong manh quá,NEU
"sản phẩm như hình , phục vụ nhiệt tình , giao hàng đúng thời gian",POS
shop bán nhiều sản phẩm hơn nữa nhé để có nhiều sự lựa chọn,POS
"đóng gói kỹ lưỡng , chắc chắn",NEU
ảnh mẫu mầu tươi hơn,NEG
áo hơi mỏng . m 1m57 nặng 54kg mà vẫn hơi rộng xíu,NEU
áo hơi mỏng nhg đẹp,NEU
giày không có dây giờ đi kiểu gì,NEG
giao hàng như thằng ngáo đá chất lượng sản phẩm tuyệt vời,POS
chất lượng sản phẩm tốt đóng gói sản phẩm kém thời gian giao hàng chậm,POS
"đóng gói ok , hàng nhận được đúng như đã đặt",POS
"đường may bị lỗi , chất vải ổn",POS
"k như hình , form hơi dài và hơi ôm",NEG
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời rất đáng tiền,POS
áo cỡ nhỏ quá . ko mặc vừa,NEG
da nhiều khuyết điểm thì k nên dùng,NEU
"hàng đẹp , lông mượt , chủ shop nhiệt tình",POS
"mua lần thứ 5 của shop , mà mỗi lần mua là ít nhất 5 cái",POS
form phù hợp cho nhữg bạn dág gầy,NEU
cám ơn shop nhiều nhé,POS
vải hơn cứng,NEG
"sản phẩm đẹp , chắc chắn , rất đáng tiền",POS
balo đẹp chất vải tốt < 3,POS
chất lượng sản phẩm kém chất lượng sản phẩm kém không đáng tiền,NEG
vải mỏng,NEG
mặc vừa lun,POS
chất lượng sản phẩm tam dc,NEU
ko hiẻu shop làm ăn kiểu gì nữa,NEG
áo hơi mỏng nhưng với giá tiền thì cũng khá xinh,POS
chu đáo,POS
giao sai size,NEG
"hàng chuẩn , đẹp , bao xinh",POS
size hơi to nhỉ 45kg - 1m50 size s rồi mà hơi rộng,POS
giá okie nè,POS
tuy nhiên chất liệu có hơi mỏng 1 xíu,NEG
thiếu hàng,NEG
giao hàng rất nhanh mà còn có thêm quà tặng nữa,POS
cũng đc thôi chứ k chất lắm,NEU
màu như shop báo ok,POS
và mùi cực kì nồng ko thơm tí nào cả,NEG
"hàng y hình , mặc thích nhưng do ko đòi hỏi màu nên shop ship cho ba màu màu mè nhất",POS
vải đc form chuẩn,POS
mình rất ưng ý với sp,POS
mặc đẹp lắm nạ vải mặc thoáng mát không bị ngứa nhất là rất đáng tiền luôn nha,POS
chuẩn men,POS
chất lượng đồ bình thường nhưng shop ghi tên đồ mua là gì lên kiện hàng làm mình dị vs shiper dã man,NEU
áo đẹp lắm ạ thanks c nhiều nhé,POS
"đặt 1 đen , 1 vàng mà giao 2 vàng",NEG
hơi to so với số giày nt,NEG
"túi gọn , chất lượng tốt",POS
đh ko đuq mẫu nha,NEG
bên trong có xốp nx đẹp quá đi chất lượng sản phẩm tuyệt vời,POS
"giặt xong phơi khô có mùi hôi , ko thơm quần áo",NEG
ủng hộ shop dài,POS
shop đóng gói hàng rất đẹp và chắc chắn,POS
mỗi tội hơi kích nách,NEU
chất lượng sản phẩm hợp với giá cả,POS
chất vải thì được nhưng may không đẹp lắm,NEU
"áo đẹp , vải dày đẹp lắm nhé shop",POS
mình có inb nhưng k thấy bạn rep,NEG
tiền nào của nấy nên ý kiến vậy thui,NEU
mình nhận dc cái túi nó móp méo,NEU
dùng 1 lần đã thấy bật tông nhẹ k ê buốt nhức răng chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền,POS
giặt thì bị lem màu ra,NEU
mua hàng lần nào cungz ưng ý,POS
"cầu tốt , đã mua lần 2",POS
váy trắng hơi mỏng,NEU
đóng gói okay,POS
đóng gói sản phẩm rất đẹp và chắc chắn mà còn giao hàng siêu nhanh,POS
"vải áo mịn , trắng , form áo rộng mặc thoải mái , mình 53kg",POS
ns chung là rất ưng ý,POS
"chất lượng sản phẩm tuyệt vời , đóng gói sản phẩm rất đẹp và chắc chắn , rất ưng ý",POS
"bung chỉ , vải tạm",NEG
mua mà ưng lắm luôn ạ,POS
chưa nhận được thi trong mong nhận được thất vọng,NEU
"rất ok , chất lượng tương xứng với giá",POS
vải hơi mỏng và nhiều chỉ thừa,NEU
rất đáng tiền áo rêu tay dài quá chất lượng sản phẩm tuyệt vời,POS
chất vải dày và nóng,NEG
"chất lượng sản phẩm tuyệt vời , cho 5 sao nhe , chất vải ok",POS
nói chung thất vọng về sp,NEG
đồ không như mong đợi,NEG
"hàng đẹp , chất mà mình mặc hơi rộng",NEU
hi vọng shop vẫn tiếp tục như z,NEU
"áo ngực tốt , chất lượng tốt , dịch vụ tốt , tư vấn tốt",POS
okie,NEU
em hài lòng với sản phẩm lắm ạ,POS
cuc tot,POS
"giao hàng nhanh , sách được đóng gói rất kĩ",POS
"dây nón bị tróc keo bong lên , k dán lại đc",NEU
vải thô hơi cứng,NEG
nhờ lộc cũa cj mà e hãnh diện hà,POS
hàng đóng gói chắc chắn rất đẹp,POS
sản phẩm tuyệt vời giao hàng nhanh,POS
chủ shop rất đáng yêu phục vụ tốt,POS
thôi để tiền mua cái khôn cũng đc,NEU
hàng đẹp lm luông giá hạt rẻ,POS
excelent product quality excelent product quality,POS
chất lượng sản phẩm tuyệt vời áo rất đẹp . 65kg 1m64 mặc xl vãn rộng lắm nhé,POS
chất và màu đều đẹp,POS
nkg phom bé,POS
chữ in kh rõ giặt là bong ngay hết,NEG
shop phục vụ khá tốt đáng đồng tiền thời gian giao hàng nhanh,POS
không hài lòng shop . 3 cái áo len tăm 2 size khác nhau giao 2 cái .tiền vẫn trả đủ 3 . chả bít shop làm ăn kiểu gì,NEG
bop đệp lắm shop ơi,POS
"shop bán hàng rất có tâm , tư vấn nhiệt tình , nói ch dễ thương lịch sự",POS
"cảm ơn admin , chủ shop bán thẻ nhé ạ",NEU
giao hàng nhanh dã man luôn cảm ơn shop,POS
"tính em hễ vui lại hay dài dòng , viết bài view mà dài quá không đủ viết tiếp",POS
"chưa dùng voucher chưa biết thế nào , thường đi ăn thanh toán trực tiếp thì rất ok",NEU
"chất lượng sản phẩm tuyệt vời , sim xài rất tốt",POS
kiểu ko như mong muốn,NEG
"chất lượng sản phẩm tuyệt vời , tuyệt vời",POS
"vải đẹp giao đúng màu , rất thích nha shop chất lượng sản phẩm tuyệt vời",POS
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS
"lúc đầu nghĩ mua hàng vs giá này thì hàng sẽ ko đc tốt , ai ngờ hoàn toàn khác , tốt hơn mong đợi",POS
"quần túi bóng bình thường , k phải túi zip loại 1 , vừa kéo lên đã nghe tiếng nick chỉ hic",NEG
rất ok cám ơn shop rất đáng tiền,POS
đồ rất đẹp ạ,POS
đập vào mắt là 175000₫ làm mất hứng . sản phẩm được . màu đậm hơn hình . áo có mùi như thuốc tẩy giặt mãi ko hết,NEG
"chất vải tạm đc , nhưng crop đó may nách gì mà chật quá , ko đủ rộng rãi , mặc nhìn tưởng mặc nhầm đồ trẻ con , haiz",NEG
mình chỉ tiếc là size hơi lộn xộn nhưng không sao,POS
hểt sẩy,NEU
"sp y hinh , shop than thien",POS
"chất lượng rất "" cùi nhầy",NEG
đóng gói sản phẩm chắc chắn shop phục vụ khá tốt thời gian giao hàng nhanh,POS
"quần rất xinh , sẽ ủng hộ shop dài dài",POS
ncl vẫn ưng shop,POS
hay quá shop oi,POS
ai đang do dự thì mua đi nhé đẹp lắm luôn ạ,POS
5sao,POS
"chất vải đẹp , có giản thoải mái , chuẩn form , mắc lui 1 size nhé , mìnhv27 mắc 26 ạ",POS
"đóng gói sản phẩm rất đẹp , hài lòng với shop",POS
rất đáng tiền thời gian giao hàng rất nhanh chất lượng sản phẩm kém,NEU
rất đẹp ạ,POS
mua 2 cái và 2 chất vải khác nhau,NEU
chất lượng sp tạm đc,NEU
miếng dán ipx có đường bên trên ko đẹp,NEU
uống rất ngon ạ,POS
vai dep,POS
mình bị chật shop rất tận tình giúp mình đổi trả,POS
k che đc phần dưới,NEG
k đúng sản phẩm,NEG
áo dễ thương ơi là dễ thương,POS
"hàng thiếu cục bông trang trí , thời gian giao hàng rất nhanh",POS
chất vải đẹp nhưng đường may k đẹp lắm,POS
"shop tư vấn chuẩn size , vải đẹp , co giãn tốt",POS
màu xanh dương k đúng vs hình mẫu,NEU
đc tặng gói bông vừa mềm vừa dễ thương thích qá,POS
sản phẩm của shop làm mình rất ưng ý . đóng gói sp đẹp và chắc chắn,POS
áo đẹp qtqd,POS
"áo giống hình , màu ở bên ngoài rất đẹp , shop lại còn cẩn thận nhắn tin lúc hàng về , lại còn có quà tặng nho nhỏ kèm theo mình chỉ thắc mắc là sao thấy mng bảo thơm lắm mà áo mình k có mùi gì cả",POS
chất oke ưng lắm ạ,POS
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh sẽ ủng hộ tiep,POS
"giao hàng nhanh cực , áo rất đẹp ạ",POS
nhận hàng còn được tặng quà và lời chúc nên cả thấy rất vui,POS
sẽ còn quay lại nếu có dịp,POS
vải đẹp nhưng tiếc wa,NEG
"c chất lượng sản phẩm tuyệt vời chị chủ shop rất nhiệt tình , tốt bụng , chất liệu thì thích khỏi phải chê",POS
